商品名,英文品名,許可證字號,藥品分類,劑型,規格,主要成分,適應症摘要,推定用途分類,適應症完整原文,持有廠商,是否有效,備註,資料來源
服皮欣乳膏 20 毫克/公克,Fuskin Cream 20mg/gm,衛署藥製字第049934號,處方藥,乳膏劑,塑膠瓶裝;;鋁管裝;;塑膠瓶裝;;鋁軟管裝,Fusidic acid,細菌感染,細菌感染／膿皰／傷口感染,葡萄球菌、鏈球菌或其他對fusidic acid敏感的細菌的皮膚感染症。,瑞士藥廠股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第049934號；https://mcp.fda.gov.tw/insert/lablefiles/5b20629d-6ca3-4c87-b2d2-23064e014774_0?c=2
膚希淨乳膏 20 毫克/公克,Fusigen Cream 20mg/gm,衛署藥製字第049962號,處方藥,乳膏劑,塑膠軟管裝,Fusidic acid,細菌感染,細菌感染／膿皰／傷口感染,葡萄球菌、鏈球菌或其他對Fusidic acid敏感的細菌的皮膚感染症。,永信藥品工業股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_b1f2558b-77b5-4423-9a73-fdce8b018d0b?c=2
艾伏離乳膏 0.1%,Anefree Cream 0.1%,衛署藥製字第049974號,處方藥,乳膏劑,鋁管裝;;塑膠罐裝,Adapalene,青春痘,青春痘外用藥,治療尋常性痤瘡。,瑞士藥廠股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_1cbc3505-b73d-43c7-8d57-ce714b355299?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_8d86d8e0-7462-4a60-baf1-df8dbc990a86?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_1472e7ab-5d85-4093-a33c-3a2b96495f4a?c=2；https://mcp.fda.gov.tw/insert/lablefiles/22e77ecd-87f3-4fb9-8c64-40c362aa2ca5_1?c=2;https://mcp.fda.gov.tw/insert/lablefiles/22e77ecd-87f3-4fb9-8c64-40c362aa2ca5_2?c=2;https://mcp.fda.gov.tw/insert/lablefiles/22e77ecd-87f3-4fb9-8c64-40c362aa2ca5_0?c=2
“鎰浩”利多卡因液 4%,Lidocaine Solution 4%“Yihhaw”,衛署藥製字第049979號,待人工確認,外用液劑,玻璃瓶裝,Lidocaine,待人工確認,其他常見皮膚外用藥,局部麻醉劑。,鎰浩貿易股份有限公司,是,適應症摘要待人工確認,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第049979號；https://mcp.fda.gov.tw/insert/lablefiles/7c23e1f5-95ba-4f5a-9a15-308d02f2eaa4_4?c=2;https://mcp.fda.gov.tw/insert/lablefiles/7c23e1f5-95ba-4f5a-9a15-308d02f2eaa4_0?c=2
"""華興"" 洗可舒洗髮液","Ciclox Liquid ""H.S.""",衛署藥製字第049980號,指示藥,外用液劑,塑膠瓶裝,Ciclopirox,黴菌感染,香港腳／股癬／體癬／黴菌感染,減少因黴菌感染所引起之頭皮屑治療之輔助劑。,華興化學製藥廠股份有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_bddc1040-8120-4902-b7c9-38ec5bcc5c39?c=2
“派頓”超碘藥水 7.5%,Super-Iodine solution 7.5%“Patron”,衛署藥製字第049993號,指示藥,外用液劑,塑膠瓶裝,Povidone-Iodine (Eq To Available Iodine,傷口,燙傷／傷口照護,傷口消毒。,臺灣派頓化學製藥股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_160017e0-546c-46dd-b250-18aded30fe21?c=2；https://mcp.fda.gov.tw/insert/lablefiles/65550350-165f-4cdc-ad91-f7174ab1ac26_0?c=2
“仙台”優髮密外用溶液 2%,Yu-Fa-Me Extermal use Solution 2%“Sentai”,衛署藥製字第049994號,指示藥,外用液劑,塑膠瓶裝,Minoxidil,待人工確認,其他常見皮膚外用藥,雄激素性禿髮 (ALOPECIA ANDROGENETICA),仙台藥品工業股份有限公司,是,適應症摘要待人工確認,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第049994號；https://mcp.fda.gov.tw/insert/lablefiles/a7b6be87-61cd-44de-b88d-4e03c7b9cd97_4?c=2;https://mcp.fda.gov.tw/insert/lablefiles/a7b6be87-61cd-44de-b88d-4e03c7b9cd97_3?c=2
度膚乳膏,Dofu Cream,衛署藥製字第049999號,處方藥,乳膏劑,塑膠瓶裝;;鋁管裝,Doxepin HCl,濕疹；皮膚炎；異位性皮膚炎；搔癢；黴菌感染,濕疹／皮膚炎；異位性皮膚炎；蕁麻疹／搔癢；香港腳／股癬／體癬／黴菌感染,成人濕疹性皮膚炎(如異位性皮膚炎或單純性慢性苔癬)所致中度搔癢症之短期治療。,正和製藥股份有限公司新營廠,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_4914811f-b36a-4ea2-9225-aa27af3895e7?c=2；https://mcp.fda.gov.tw/insert/lablefiles/cdab875d-0085-4883-af68-976f298e20dc_0?c=2
“瑞安”密可梳凝膠 2%,“Purzer”Mixil Gel 2%,衛署藥製字第050004號,指示藥,外用凝膠劑,塑膠瓶裝,Minoxidil,待人工確認,其他常見皮膚外用藥,雄激素性禿髮。,瑞安大藥廠股份有限公司,是,適應症摘要待人工確認,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_e9fddcf7-5227-4a77-bad1-e586c9f98604?c=2；https://mcp.fda.gov.tw/insert/lablefiles/24dd45a9-eda1-4304-9347-ecbcdc88ff26_0?c=2
止膚炎癢軟膏,Diphensolon Ointment,衛署藥製字第050012號,指示藥,軟膏劑,鋁軟管,Diphenhydramine；Prednisolone,濕疹；皮膚炎；搔癢,濕疹／皮膚炎；蕁麻疹／搔癢,暫時緩解濕疹、尿布疹、蚊蟲咬傷、皮膚搔癢、皮膚炎等皮膚疾患的症狀。,護民企業股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第050012號；https://mcp.fda.gov.tw/insert/lablefiles/8cf8e3d6-86f8-40dd-ac17-8a65f8dc437d?c=2;https://mcp.fda.gov.tw/insert/lablefiles/455c3c86-c03e-4af2-b7b9-8a3d0af8e47c?c=2
“派頓”沙克樂乳膏 50 毫克/公克,Clovir Cream 50mg/gm“Patron”,衛署藥製字第050014號,處方藥,乳膏劑,鋁軟管,Acyclovir,病毒感染；抗病毒相關,病毒感染／抗病毒相關,由單純疱疹引起之感染。,臺灣派頓化學製藥股份有限公司,是,依完整適應症判斷為疱疹／皰疹相關病毒感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_541101b0-efb4-4b82-94d3-cc20e18e8899?c=2；https://mcp.fda.gov.tw/insert/lablefiles/01dcd4dc-bbe2-49b3-953b-9c481ea98e9f_0?c=2
克羅淨 濃液劑 5%,Kilgerm Concentrate 5%,衛署藥製字第050029號,指示藥,外用液劑,塑膠瓶裝;;塑膠瓶裝,Chlorhexidine,傷口,燙傷／傷口照護,一般外用消毒劑，可當作初步傷口處理。,尚典生技股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第050029號；https://mcp.fda.gov.tw/insert/lablefiles/d4b566f8-e43f-4318-a44d-82c1e4e83ed0_0?c=2
薇卡維生素乳霜,Veekal VitaADE Cream,衛署藥製字第050031號,指示藥,乳膏劑,塑膠瓶裝;;塑膠軟管裝,Tocopherol；Vitamin A；Cholecalciferol ( Eq To Vit D,濕疹；皮膚炎；青春痘；燙傷；傷口,濕疹／皮膚炎；青春痘外用藥；燙傷／傷口照護,皮膚黏膜乾躁症、皮膚角化症、皮膚炎、濕疹、尋常性痤瘡、外傷及火傷之肉芽新生促進。,中國化學製藥股份有限公司新豐工廠,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_6c213b0b-e511-40a1-939d-54cdf6576a65?c=2
貝他膚軟膏,Betacylic Ointment,衛署藥製字第050035號,處方藥,軟膏劑,鋁軟管;;塑膠瓶裝,Betamethasone；Salicylic acid,濕疹；皮膚炎；異位性皮膚炎；自體免疫／免疫發炎相關皮膚疾病；乾癬／牛皮癬,濕疹／皮膚炎；異位性皮膚炎；自體免疫／免疫發炎相關皮膚疾病；乾癬／牛皮癬,慢性異位性皮膚炎、神經性皮膚炎(單純苔蘚)、牛皮癬、濕疹、扁平苔蘚、頭皮皮脂漏皮膚炎、汗皰、尋常性魚鱗癬等發炎症狀之解除。,護民企業股份有限公司,是,依完整適應症判斷為乾癬／牛皮癬，已排除黴菌感染分類。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第050035號；https://mcp.fda.gov.tw/insert/lablefiles/b30b26fa-d813-4ff5-8475-440c19dbe55b?c=2;https://mcp.fda.gov.tw/insert/lablefiles/e513fa0f-a432-4b37-be72-46416f4597c2?c=2
固碘酒精液,Go-Iodine Alcoholic Solution,衛署藥製字第050039號,指示藥,外用液劑,塑膠瓶裝,Povidone-Iodine (Equivalent To Available Iodine,傷口,燙傷／傷口照護,傷口消毒。,寶齡富錦生技股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39
“華興”芮妮乳膏 40%,Retin Cream 40%“H.S.”,衛署藥製字第050051號,處方藥,乳膏劑,塑膠罐裝;;塑膠軟管裝;;鋁軟管,Urea,待人工確認,其他常見皮膚外用藥,去角質。,華興化學製藥廠股份有限公司,是,適應症摘要待人工確認,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39
“培力”密絲凝膠 2%,Mixi gel 2%“P.L.”,衛署藥製字第050065號,指示藥,外用凝膠劑,塑膠罐裝;;塑膠軟管裝,Minoxidil,待人工確認,其他常見皮膚外用藥,雄激素性禿髮。,培力藥品工業股份有限公司,是,適應症摘要待人工確認,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39
得美康乳膏,Dermaca Cream,衛署藥製字第050078號,指示藥,乳膏劑,塑膠瓶裝;;鋁軟管;;塑膠瓶裝;;塑膠瓶裝;;塑膠瓶裝;;塑膠瓶裝,Betamethasone；Gentamicin,濕疹；皮膚炎；燙傷；傷口；刀傷,濕疹／皮膚炎；燙傷／傷口照護；刀傷外用藥,濕疹或皮膚炎、急救、預防及減緩皮膚刀傷、刮傷、燙傷之感染。,康衛藥業股份有限公司,是,完整適應症含刀傷，獨立列為刀傷類別。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第050078號；https://mcp.fda.gov.tw/insert/lablefiles/f14210f1-a190-490e-afa6-6af7a1bae0e4?c=2;https://mcp.fda.gov.tw/insert/lablefiles/ace4b76a-c7e7-4bc9-a66c-24660e73a1bc?c=2;https://mcp.fda.gov.tw/insert/lablefiles/4391209f-6ffc-4b87-a185-2a53c2afa953?c=2
易得寧乳膏,Yidening Cream,衛署藥製字第050085號,處方藥,乳膏劑,塑膠瓶裝;;鋁管裝;;積層管裝,Betamethasone；Gentamicin；Clotrimazole,黴菌感染；細菌感染,香港腳／股癬／體癬／黴菌感染；細菌感染／膿皰／傷口感染,過敏性皮膚病和細菌或黴菌所引起的皮膚感染症。,仲發實業有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第050085號；https://mcp.fda.gov.tw/insert/lablefiles/13ad3d48-1f70-48cf-8c73-ab0e788ee4dc_8?c=2;https://mcp.fda.gov.tw/insert/lablefiles/13ad3d48-1f70-48cf-8c73-ab0e788ee4dc_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/13ad3d48-1f70-48cf-8c73-ab0e788ee4dc_7?c=2;https://mcp.fda.gov.tw/insert/lablefiles/13ad3d48-1f70-48cf-8c73-ab0e788ee4dc_9?c=2;https://mcp.fda.gov.tw/insert/lablefiles/13ad3d48-1f70-48cf-8c73-ab0e788ee4dc_5?c=2;https://mcp.fda.gov.tw/insert/lablefiles/13ad3d48-1f70-48cf-8c73-ab0e788ee4dc_2?c=2;https://mcp.fda.gov.tw/insert/lablefiles/13ad3d48-1f70-48cf-8c73-ab0e788ee4dc_4?c=2
康黴淨乳膏,Contrizol Cream,衛署藥製字第050094號,處方藥,乳膏劑,塑膠瓶裝;;鋁管裝,Betamethasone；Gentamicin；Clotrimazole,黴菌感染；細菌感染,香港腳／股癬／體癬／黴菌感染；細菌感染／膿皰／傷口感染,治療敏感性皮膚病和細菌或黴菌所引起之皮膚感染症。,昱任藥品有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第050094號；https://mcp.fda.gov.tw/insert/lablefiles/812f2a2d-2a69-47b5-a1ef-a923832c9306?c=2;https://mcp.fda.gov.tw/insert/lablefiles/ed1a1c3a-48c5-40c1-b3a1-30a3c461b538?c=2
“派頓”肌舒寧凝膠 10 毫克/公克,Domuscin Gel 10mg/gm“Patron”,衛署藥製字第050099號,指示藥,外用凝膠劑,鋁軟管,Indomethacin (Eq To Indometacin),消炎止痛,疼痛／消炎止痛外用藥,暫時緩解局部疼痛。,臺灣派頓化學製藥股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_ea76d526-743f-4c58-ae48-d6d545ec2719?c=2；https://mcp.fda.gov.tw/insert/lablefiles/724de11d-d986-467f-bd33-e3c8471b527f_0?c=2
固碘 液,Go-Iodine Solution,衛署藥製字第050100號,指示藥,外用液劑,塑膠瓶裝,Povidone-Iodine (Eq. To Available Iodine,傷口,燙傷／傷口照護,傷口消毒。,寶齡富錦生技股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39
“瑞安”瑞婷微粒凝膠 0.5 毫克/公克,“Purzer”Renoin liposome gel 0.05%,衛署藥製字第050118號,指示藥,外用凝膠劑,鋁軟管;;鋁塑管裝,Tretinoin,青春痘,青春痘外用藥,尋常性痤瘡。,瑞安大藥廠股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第050118號；https://mcp.fda.gov.tw/insert/lablefiles/9d49d22e-6427-4e34-82da-43dfd6c5b1cc?c=2
“永勝”安膚康乳膏 0.05%,Amfulan cream 0.05%“EVEREST”,衛署藥製字第050128號,處方藥,乳膏劑,鋁管裝;;塑膠瓶裝,Fluocinonide,濕疹；皮膚炎,濕疹／皮膚炎,急性濕疹、慢性濕疹、乳幼兒濕疹、脂漏性濕疹、貨幣狀濕疹、接觸性皮膚炎、異位性皮&#32932;炎。,永勝藥品工業股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第050128號；https://mcp.fda.gov.tw/insert/lablefiles/9617c4fd-b55d-4b2b-8009-32c007a52117?c=2
〝永勝〞可立膚乳膏,"Ami Cream ""EVEREST""",衛署藥製字第050132號,處方藥,乳膏劑,塑膠瓶裝;;鋁軟管,Azelaic Acid,青春痘,青春痘外用藥,尋常性痤瘡。,永勝藥品工業股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_56f9fc07-92f8-4e80-a808-fa777a9e48c7?c=2；https://mcp.fda.gov.tw/insert/lablefiles/bab79d79-78ea-49ac-b7cd-74dd9f209d89_0?c=2
四寧乳膏,T.G.B. Cream,衛署藥製字第050141號,處方藥,乳膏劑,鋁管裝;;鋁管裝;;塑膠瓶裝;;塑膠瓶裝,Triamcinolone；Neomycin；Nystatin；Gramicidin,濕疹；皮膚炎；搔癢；傷口；自體免疫／免疫發炎相關皮膚疾病；乾癬／牛皮癬,濕疹／皮膚炎；蕁麻疹／搔癢；燙傷／傷口照護；自體免疫／免疫發炎相關皮膚疾病；乾癬／牛皮癬,異位性濕疹、錢幣形濕疹、外耳炎、接觸性濕疹、創傷後感染性濕疹、肛門搔癢、毛囊性濕疹、漏脂性濕疹、牛皮癬、外陰搔癢、神經性皮炎、彎曲處濕疹、壅滯性濕疹。,昱任藥品有限公司,是,依完整適應症判斷為乾癬／牛皮癬，已排除黴菌感染分類。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第050141號；https://mcp.fda.gov.tw/insert/lablefiles/ff38e8dc-6bc5-4a50-be8a-c3a9860f5494?c=2;https://mcp.fda.gov.tw/insert/lablefiles/8b5bfd8b-b66c-4ade-b22f-f7f7b1d09f71?c=2
“福元”除斑凝膠 4%,Spot-out Gel 4%“F.Y.”,衛署藥製字第050162號,處方藥,外用凝膠劑,鋁軟管;;塑膠瓶裝;;塑膠軟管裝,Hydroquinone,待人工確認,其他常見皮膚外用藥,黑斑、雀斑。,福元化學製藥股份有限公司,是,適應症摘要待人工確認,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_37ce071e-999d-43c0-8dc0-90fd13417f6b?c=2
“派頓”膚皮樂乳膏 0.25%,Desone Cream 0.25%“Patron”,衛署藥製字第050170號,處方藥,乳膏劑,鋁軟管,Desoximetasone,濕疹；燙傷；自體免疫／免疫發炎相關皮膚疾病；乾癬／牛皮癬,濕疹／皮膚炎；燙傷／傷口照護；自體免疫／免疫發炎相關皮膚疾病；乾癬／牛皮癬,濕疹、牛皮癬、燒傷、曬傷、昆蟲咬傷等皮膚感染症。,臺灣派頓化學製藥股份有限公司,是,依完整適應症判斷為乾癬／牛皮癬，已排除黴菌感染分類。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第050170號；https://mcp.fda.gov.tw/insert/lablefiles/9b5e060c-46b0-4e6d-bf63-85d469a8b52d?c=2;https://mcp.fda.gov.tw/insert/lablefiles/3e505547-61bb-463b-af66-a146c9db85f2?c=2
痘痘清面皰洗液 10%,CLEX AC Lotion 10%,衛署藥製字第050183號,指示藥,外用液劑,塑膠瓶裝,Benzoyl peroxide,青春痘,青春痘外用藥,治療尋常性痤瘡(青春痘、面皰)。,明德製藥股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_b8c3f05f-c697-4acf-8cab-2539f05378d3?c=2；https://mcp.fda.gov.tw/insert/lablefiles/a24a4e01-ee97-4684-843c-24cebb6143d2_2?c=2;https://mcp.fda.gov.tw/insert/lablefiles/a24a4e01-ee97-4684-843c-24cebb6143d2_1?c=2
袪斑利乳膏 4%,Chibenly Cream 4%,衛署藥製字第050184號,處方藥,乳膏劑,塑膠軟管裝;;鋁軟管;;塑膠瓶裝,Hydroquinone,待人工確認,其他常見皮膚外用藥,褐斑、黑皮病、雀斑、老人斑及其它黑色素過度沉積之皮膚漂白。,福元化學製藥股份有限公司,是,適應症摘要待人工確認,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_42153ad9-7d84-4d1c-a5ce-763e75fed205?c=2
“台裕”沖洗用滅菌蒸餾水,Sterile Water for Rinsing“Tai Yu”,衛署藥製字第050187號,處方藥,外用液劑,玻璃瓶裝;;塑膠軟袋裝;;塑膠瓶裝,Water For Injection,傷口,燙傷／傷口照護,傷口之沖洗及一般手術時切割處組織之直接灌注沖洗，及醫療器具之洗淨。,台裕化學製藥廠股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_0e2b3cff-f938-4523-850c-4b9279db027e?c=2
“派頓”派樂黴乳膏 10 毫克 / 公克 (希克比羅斯),Ciclopi cream 10mg/gm“Patron”(Ciclopirox Olamine),衛署藥製字第050190號,指示藥,乳膏劑,塑膠瓶裝;;鋁軟管,Ciclopirox,黴菌感染；香港腳,香港腳／股癬／體癬／黴菌感染,治療皮膚表淺性黴菌感染，如：足癬 (香港腳)、足癬、汗斑。,臺灣派頓化學製藥股份有限公司,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_278fd2a4-3608-4410-8dbb-48b91c0d7955?c=2；https://mcp.fda.gov.tw/insert/lablefiles/26c1cece-8ddf-41e2-b2e7-908352c2a778_0?c=2
“杏輝”痛立舒泰 欣酸痛凝膠,Turnstyle Analgesia Gel“Sinphar”,衛署藥製字第050208號,處方藥,外用凝膠劑,積層管裝,Piroxicam,傷口；消炎止痛,燙傷／傷口照護；疼痛／消炎止痛外用藥,類風濕性關節炎、骨關節炎（關節痛、退化性關節炎）、僵直性脊椎炎、急性肌肉骨骼損傷和急性痛風、肌肉痛、外傷後之腫脹及疼痛。,杏輝藥品工業股份有限公司,是,,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第050208號；https://mcp.fda.gov.tw/insert/lablefiles/0c0b5af9-6fa5-4521-9142-3125be1e5d65?c=2
可那露 洗髮精 2% w/w,Follotention Shampoo 2% w/w,衛署藥製字第050213號,指示藥,外用液劑,塑膠瓶裝,Ketoconazole,皮膚炎；黴菌感染,濕疹／皮膚炎；香港腳／股癬／體癬／黴菌感染,減少因黴菌感染所引起之頭皮屑治療之輔助劑，汗斑及脂漏性皮膚炎之輔助劑。,中生生技製藥股份有限公司淡水廠,是,依完整適應症明確含感染性癬類或黴菌感染。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/exportpdf/衛署藥製字第050213號；https://mcp.fda.gov.tw/insert/lablefiles/b28880bb-3dc8-4b5a-b4a5-af6478e87987_1?c=2;https://mcp.fda.gov.tw/insert/lablefiles/b28880bb-3dc8-4b5a-b4a5-af6478e87987_3?c=2;https://mcp.fda.gov.tw/insert/lablefiles/b28880bb-3dc8-4b5a-b4a5-af6478e87987_4?c=2;https://mcp.fda.gov.tw/insert/lablefiles/b28880bb-3dc8-4b5a-b4a5-af6478e87987_2?c=2
施克癬 軟膏,Silcikis Ointment,衛署藥製字第050214號,處方藥,軟膏劑,鋁軟管;;塑膠瓶裝,Calcitriol (Dihydroxycholecalciferol,自體免疫／免疫發炎相關皮膚疾病；乾癬／牛皮癬,自體免疫／免疫發炎相關皮膚疾病；乾癬／牛皮癬,小於35%體表面積之輕度至中重度乾癬。,中生生技製藥股份有限公司淡水廠,是,依完整適應症判斷為乾癬／牛皮癬，已排除黴菌感染分類。,TFDA InfoId 36; TFDA InfoId 37; TFDA InfoId 43; TFDA InfoId 39: https://mcp.fda.gov.tw/insert/pdfcasefile/i_8570e8c2-3d66-4b26-985f-8e419dc040f1?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_2364cbea-95ee-48a4-975a-42b8b224c10c?c=2；https://mcp.fda.gov.tw/insert/lablefiles/07298149-39c7-4a8e-8f86-9d0b1c141c86_2?c=2;https://mcp.fda.gov.tw/insert/lablefiles/07298149-39c7-4a8e-8f86-9d0b1c141c86_5?c=2;https://mcp.fda.gov.tw/insert/lablefiles/07298149-39c7-4a8e-8f86-9d0b1c141c86_1?c=2;https://mcp.fda.gov.tw/insert/lablefiles/07298149-39c7-4a8e-8f86-9d0b1c141c86_4?c=2
